Ward ID,Time Slot,Day Type,Month,Year,Officers
E05009318,12-14,weekday,2,2025,8
E05009318,14-16,weekday,2,2025,9
E05009318,16-18,weekday,2,2025,9
E05009318,18-20,weekday,2,2025,8
E05009318,20-22,weekday,2,2025,6
E05009318,06-08,weekend,1,2025,1
E05009318,08-10,weekend,1,2025,1
E05009318,10-12,weekend,1,2025,1
E05009318,12-14,weekend,1,2025,4
E05009318,14-16,weekend,1,2025,6
E05009318,16-18,weekend,1,2025,6
E05009318,18-20,weekend,1,2025,4
E05009318,20-22,weekend,1,2025,3
E05009318,06-08,weekend,2,2025,1
E05009318,08-10,weekend,2,2025,2
E05009318,10-12,weekend,2,2025,1
E05009318,12-14,weekend,2,2025,3
E05009318,14-16,weekend,2,2025,6
E05009318,16-18,weekend,2,2025,6
E05009318,18-20,weekend,2,2025,4
E05009318,20-22,weekend,2,2025,3
E05009319,06-08,weekday,1,2025,2
E05009319,08-10,weekday,1,2025,4
E05009319,10-12,weekday,1,2025,6
E05009319,12-14,weekday,1,2025,8
E05009319,14-16,weekday,1,2025,9
E05009319,16-18,weekday,1,2025,9
E05009319,18-20,weekday,1,2025,8
E05009319,20-22,weekday,1,2025,6
E05009319,06-08,weekday,2,2025,2
E05009319,08-10,weekday,2,2025,4
E05009319,10-12,weekday,2,2025,6
E05009319,12-14,weekday,2,2025,8
E05009319,14-16,weekday,2,2025,9
E05009319,16-18,weekday,2,2025,9
E05009319,18-20,weekday,2,2025,8
E05009319,20-22,weekday,2,2025,6
E05009319,06-08,weekend,1,2025,1
E05009319,08-10,weekend,1,2025,1
E05009319,10-12,weekend,1,2025,1
E05009319,12-14,weekend,1,2025,4
E05009319,14-16,weekend,1,2025,6
E05009319,16-18,weekend,1,2025,6
E05009319,18-20,weekend,1,2025,4
E05009319,20-22,weekend,1,2025,3
E05009319,06-08,weekend,2,2025,1
E05009319,08-10,weekend,2,2025,2
E05009319,10-12,weekend,2,2025,1
E05009319,12-14,weekend,2,2025,3
E05009319,14-16,weekend,2,2025,6
E05009319,16-18,weekend,2,2025,6
E05009319,18-20,weekend,2,2025,4
E05009319,20-22,weekend,2,2025,3
E05009320,06-08,weekday,1,2025,2
E05009320,08-10,weekday,1,2025,4
E05009320,10-12,weekday,1,2025,6
E05009320,12-14,weekday,1,2025,8
E05009320,14-16,weekday,1,2025,9
E05009320,16-18,weekday,1,2025,9
E05009320,18-20,weekday,1,2025,8
E05009320,20-22,weekday,1,2025,6
E05009320,06-08,weekday,2,2025,2
E05009320,08-10,weekday,2,2025,4
E05009320,10-12,weekday,2,2025,6
E05009320,12-14,weekday,2,2025,8
E05009320,14-16,weekday,2,2025,9
E05009320,16-18,weekday,2,2025,9
E05009320,18-20,weekday,2,2025,8
E05009320,20-22,weekday,2,2025,6
E05009320,06-08,weekend,1,2025,1
E05009320,08-10,weekend,1,2025,1
E05009320,10-12,weekend,1,2025,1
E05009320,12-14,weekend,1,2025,4
E05009320,14-16,weekend,1,2025,6
E05009320,16-18,weekend,1,2025,6
E05009320,18-20,weekend,1,2025,4
E05009320,20-22,weekend,1,2025,3
E05009320,06-08,weekend,2,2025,1
E05009320,08-10,weekend,2,2025,2
E05009320,10-12,weekend,2,2025,1
E05009320,12-14,weekend,2,2025,3
E05009320,14-16,weekend,2,2025,6
E05009320,16-18,weekend,2,2025,6
E05009320,18-20,weekend,2,2025,4
E05009320,20-22,weekend,2,2025,3
E05009321,06-08,weekday,1,2025,2
E05009321,08-10,weekday,1,2025,4
E05009321,10-12,weekday,1,2025,6
E05009321,12-14,weekday,1,2025,8
E05009321,14-16,weekday,1,2025,9
E05009321,16-18,weekday,1,2025,9
E05009321,18-20,weekday,1,2025,8
E05009321,20-22,weekday,1,2025,6
E05009321,06-08,weekday,2,2025,2
E05009321,08-10,weekday,2,2025,4
E05009321,10-12,weekday,2,2025,6
E05009321,12-14,weekday,2,2025,8
E05009321,14-16,weekday,2,2025,9
E05009321,16-18,weekday,2,2025,9
E05009321,18-20,weekday,2,2025,8
E05009321,20-22,weekday,2,2025,6
E05009321,06-08,weekend,1,2025,1
E05009321,08-10,weekend,1,2025,1
E05009321,10-12,weekend,1,2025,1
E05009321,12-14,weekend,1,2025,4
E05009321,14-16,weekend,1,2025,6
E05009321,16-18,weekend,1,2025,6
E05009321,18-20,weekend,1,2025,4
E05009321,20-22,weekend,1,2025,3
E05009321,06-08,weekend,2,2025,1
E05009321,08-10,weekend,2,2025,2
E05009321,10-12,weekend,2,2025,1
E05009321,12-14,weekend,2,2025,3
E05009321,14-16,weekend,2,2025,6
E05009321,16-18,weekend,2,2025,6
E05009321,18-20,weekend,2,2025,4
E05009321,20-22,weekend,2,2025,3
E05009322,06-08,weekday,1,2025,2
E05009322,08-10,weekday,1,2025,4
E05009322,10-12,weekday,1,2025,6
E05009322,12-14,weekday,1,2025,8
E05009322,14-16,weekday,1,2025,9
E05009322,16-18,weekday,1,2025,9
E05009322,18-20,weekday,1,2025,8
E05009322,20-22,weekday,1,2025,6
E05009322,06-08,weekday,2,2025,2
E05009322,08-10,weekday,2,2025,4
E05009322,10-12,weekday,2,2025,6
E05009322,12-14,weekday,2,2025,8
E05009322,14-16,weekday,2,2025,9
E05009322,16-18,weekday,2,2025,9
E05009322,18-20,weekday,2,2025,8
E05009322,20-22,weekday,2,2025,6
E05009322,06-08,weekend,1,2025,1
E05009322,08-10,weekend,1,2025,1
E05009322,10-12,weekend,1,2025,1
E05009322,12-14,weekend,1,2025,4
E05009322,14-16,weekend,1,2025,6
E05009322,16-18,weekend,1,2025,6
E05009322,18-20,weekend,1,2025,4
E05009322,20-22,weekend,1,2025,3
E05009322,06-08,weekend,2,2025,1
E05009322,08-10,weekend,2,2025,2
E05009322,10-12,weekend,2,2025,1
E05009322,12-14,weekend,2,2025,3
E05009322,14-16,weekend,2,2025,6
E05009322,16-18,weekend,2,2025,6
E05009322,18-20,weekend,2,2025,4
E05009322,20-22,weekend,2,2025,3
E05009323,06-08,weekday,1,2025,2
E05009323,08-10,weekday,1,2025,4
E05009323,10-12,weekday,1,2025,6
E05009323,12-14,weekday,1,2025,8
E05009323,14-16,weekday,1,2025,9
E05009323,16-18,weekday,1,2025,9
E05009323,18-20,weekday,1,2025,8
E05009323,20-22,weekday,1,2025,6
E05009323,06-08,weekday,2,2025,2
E05009323,08-10,weekday,2,2025,4
E05009323,10-12,weekday,2,2025,6
E05009323,12-14,weekday,2,2025,8
E05009323,14-16,weekday,2,2025,9
E05009323,16-18,weekday,2,2025,9
E05009323,18-20,weekday,2,2025,8
E05009323,20-22,weekday,2,2025,6
E05009323,06-08,weekend,1,2025,1
E05009323,08-10,weekend,1,2025,1
E05009323,10-12,weekend,1,2025,1
E05009323,12-14,weekend,1,2025,4
E05009323,14-16,weekend,1,2025,6
E05009323,16-18,weekend,1,2025,6
E05009323,18-20,weekend,1,2025,4
E05009323,20-22,weekend,1,2025,3
E05009323,06-08,weekend,2,2025,1
E05009323,08-10,weekend,2,2025,2
E05009323,10-12,weekend,2,2025,1
E05009323,12-14,weekend,2,2025,3
E05009323,14-16,weekend,2,2025,6
E05009323,16-18,weekend,2,2025,6
E05009323,18-20,weekend,2,2025,4
E05009323,20-22,weekend,2,2025,3
E05009324,06-08,weekday,1,2025,2
E05009324,08-10,weekday,1,2025,4
E05009324,10-12,weekday,1,2025,6
E05009324,12-14,weekday,1,2025,8
E05009324,14-16,weekday,1,2025,9
E05009324,16-18,weekday,1,2025,9
E05009324,18-20,weekday,1,2025,8
E05009324,20-22,weekday,1,2025,6
E05009324,06-08,weekday,2,2025,2
E05009324,08-10,weekday,2,2025,4
E05009324,10-12,weekday,2,2025,6
E05009324,12-14,weekday,2,2025,8
E05009324,14-16,weekday,2,2025,9
E05009324,16-18,weekday,2,2025,9
E05009324,18-20,weekday,2,2025,8
E05009324,20-22,weekday,2,2025,6
E05009324,06-08,weekend,1,2025,1
E05009324,08-10,weekend,1,2025,1
E05009324,10-12,weekend,1,2025,1
E05009324,12-14,weekend,1,2025,4
E05009324,14-16,weekend,1,2025,6
E05009324,16-18,weekend,1,2025,6
E05009324,18-20,weekend,1,2025,4
E05009324,20-22,weekend,1,2025,3
E05009324,06-08,weekend,2,2025,1
E05009324,08-10,weekend,2,2025,2
E05009324,10-12,weekend,2,2025,1
E05009324,12-14,weekend,2,2025,3
E05009324,14-16,weekend,2,2025,6
E05009324,16-18,weekend,2,2025,6
E05009324,18-20,weekend,2,2025,4
E05009324,20-22,weekend,2,2025,3
E05009325,06-08,weekday,1,2025,2
E05009325,08-10,weekday,1,2025,4
E05009325,10-12,weekday,1,2025,6
E05009325,12-14,weekday,1,2025,8
E05009325,14-16,weekday,1,2025,9
E05009325,16-18,weekday,1,2025,9
E05009325,18-20,weekday,1,2025,8
E05009325,20-22,weekday,1,2025,6
E05009325,06-08,weekday,2,2025,2
E05009325,08-10,weekday,2,2025,4
E05009325,10-12,weekday,2,2025,6
E05009325,12-14,weekday,2,2025,8
E05009325,14-16,weekday,2,2025,9
E05009325,16-18,weekday,2,2025,9
E05009325,18-20,weekday,2,2025,8
E05009325,20-22,weekday,2,2025,6
E05009325,06-08,weekend,1,2025,1
E05009325,08-10,weekend,1,2025,1
E05009325,10-12,weekend,1,2025,1
E05009325,12-14,weekend,1,2025,4
E05009325,14-16,weekend,1,2025,6
E05009325,16-18,weekend,1,2025,6
E05009325,18-20,weekend,1,2025,4
E05009325,20-22,weekend,1,2025,3
E05009325,06-08,weekend,2,2025,1
E05009325,08-10,weekend,2,2025,2
E05009325,10-12,weekend,2,2025,1
E05009325,12-14,weekend,2,2025,3
E05009325,14-16,weekend,2,2025,6
E05009325,16-18,weekend,2,2025,6
E05009325,18-20,weekend,2,2025,4
E05009325,20-22,weekend,2,2025,3
E05009326,06-08,weekday,1,2025,2
E05009326,08-10,weekday,1,2025,4
E05009326,10-12,weekday,1,2025,6
E05009326,12-14,weekday,1,2025,8
E05009326,14-16,weekday,1,2025,9
E05009326,16-18,weekday,1,2025,9
E05009326,18-20,weekday,1,2025,8
E05009326,20-22,weekday,1,2025,6
E05009326,06-08,weekday,2,2025,2
E05009326,08-10,weekday,2,2025,4
E05009326,10-12,weekday,2,2025,6
E05009326,12-14,weekday,2,2025,8
E05009326,14-16,weekday,2,2025,9
E05009326,16-18,weekday,2,2025,9
E05009326,18-20,weekday,2,2025,8
E05009326,20-22,weekday,2,2025,6
E05009326,06-08,weekend,1,2025,1
E05009326,08-10,weekend,1,2025,1
E05009326,10-12,weekend,1,2025,1
E05009326,12-14,weekend,1,2025,4
E05009326,14-16,weekend,1,2025,6
E05009326,16-18,weekend,1,2025,6
E05009326,18-20,weekend,1,2025,4
E05009326,20-22,weekend,1,2025,3
E05009326,06-08,weekend,2,2025,1
E05009326,08-10,weekend,2,2025,2
E05009326,10-12,weekend,2,2025,1
E05009326,12-14,weekend,2,2025,3
E05009326,14-16,weekend,2,2025,6
E05009326,16-18,weekend,2,2025,6
E05009326,18-20,weekend,2,2025,4
E05009326,20-22,weekend,2,2025,3
E05009327,06-08,weekday,1,2025,2
E05009327,08-10,weekday,1,2025,4
E05009327,10-12,weekday,1,2025,6
E05009327,12-14,weekday,1,2025,8
E05009327,14-16,weekday,1,2025,9
E05009327,16-18,weekday,1,2025,9
E05009327,18-20,weekday,1,2025,8
E05009327,20-22,weekday,1,2025,6
E05009327,06-08,weekday,2,2025,2
E05009327,08-10,weekday,2,2025,4
E05009327,10-12,weekday,2,2025,6
E05009327,12-14,weekday,2,2025,8
E05009327,14-16,weekday,2,2025,9
E05009327,16-18,weekday,2,2025,9
E05009327,18-20,weekday,2,2025,8
E05009327,20-22,weekday,2,2025,6
E05009327,06-08,weekend,1,2025,1
E05009327,08-10,weekend,1,2025,1
E05009327,10-12,weekend,1,2025,1
E05009327,12-14,weekend,1,2025,4
E05009327,14-16,weekend,1,2025,6
E05009327,16-18,weekend,1,2025,6
E05009327,18-20,weekend,1,2025,4
E05009327,20-22,weekend,1,2025,3
E05009327,06-08,weekend,2,2025,1
E05009327,08-10,weekend,2,2025,2
E05009327,10-12,weekend,2,2025,1
E05009327,12-14,weekend,2,2025,3
E05009327,14-16,weekend,2,2025,6
E05009327,16-18,weekend,2,2025,6
E05009327,18-20,weekend,2,2025,4
E05009327,20-22,weekend,2,2025,3
E05009328,06-08,weekday,1,2025,2
E05009328,08-10,weekday,1,2025,4
E05009328,10-12,weekday,1,2025,6
E05009328,12-14,weekday,1,2025,8
E05009328,14-16,weekday,1,2025,9
E05009328,16-18,weekday,1,2025,9
E05009328,18-20,weekday,1,2025,8
E05009328,20-22,weekday,1,2025,6
E05009328,06-08,weekday,2,2025,2
E05009328,08-10,weekday,2,2025,4
E05009328,10-12,weekday,2,2025,6
E05009328,12-14,weekday,2,2025,8
E05009328,14-16,weekday,2,2025,9
E05009328,16-18,weekday,2,2025,9
E05009328,18-20,weekday,2,2025,8
E05009328,20-22,weekday,2,2025,6
E05009328,06-08,weekend,1,2025,1
E05009328,08-10,weekend,1,2025,1
E05009328,10-12,weekend,1,2025,1
E05009328,12-14,weekend,1,2025,4
E05009328,14-16,weekend,1,2025,6
E05009328,16-18,weekend,1,2025,6
E05009328,18-20,weekend,1,2025,4
E05009328,20-22,weekend,1,2025,3
E05009328,06-08,weekend,2,2025,1
E05009328,08-10,weekend,2,2025,2
E05009328,10-12,weekend,2,2025,1
E05009328,12-14,weekend,2,2025,3
E05009328,14-16,weekend,2,2025,6
E05009328,16-18,weekend,2,2025,6
E05009328,18-20,weekend,2,2025,4
E05009328,20-22,weekend,2,2025,3
E05009329,06-08,weekday,1,2025,2
E05009329,08-10,weekday,1,2025,4
E05009329,10-12,weekday,1,2025,6
E05009329,12-14,weekday,1,2025,8
E05009329,14-16,weekday,1,2025,9
E05009329,16-18,weekday,1,2025,9
E05009329,18-20,weekday,1,2025,8
E05009329,20-22,weekday,1,2025,6
E05009329,06-08,weekday,2,2025,2
E05009329,08-10,weekday,2,2025,4
E05009329,10-12,weekday,2,2025,6
E05009329,12-14,weekday,2,2025,8
E05009329,14-16,weekday,2,2025,9
E05009329,16-18,weekday,2,2025,9
E05009329,18-20,weekday,2,2025,8
E05009329,20-22,weekday,2,2025,6
E05009329,06-08,weekend,1,2025,1
E05009329,08-10,weekend,1,2025,1
E05009329,10-12,weekend,1,2025,1
E05009329,12-14,weekend,1,2025,4
E05009329,14-16,weekend,1,2025,6
E05009329,16-18,weekend,1,2025,6
E05009329,18-20,weekend,1,2025,4
E05009329,20-22,weekend,1,2025,3
E05009329,06-08,weekend,2,2025,1
E05009329,08-10,weekend,2,2025,2
E05009329,10-12,weekend,2,2025,1
E05009329,12-14,weekend,2,2025,3
E05009329,14-16,weekend,2,2025,6
E05009329,16-18,weekend,2,2025,6
E05009329,18-20,weekend,2,2025,4
E05009329,20-22,weekend,2,2025,3
E05009330,06-08,weekday,1,2025,2
E05009330,08-10,weekday,1,2025,4
E05009330,10-12,weekday,1,2025,6
E05009330,12-14,weekday,1,2025,8
E05009330,14-16,weekday,1,2025,9
E05009330,16-18,weekday,1,2025,9
E05009330,18-20,weekday,1,2025,8
E05009330,20-22,weekday,1,2025,6
E05009330,06-08,weekday,2,2025,2
E05009330,08-10,weekday,2,2025,4
E05009330,10-12,weekday,2,2025,6
E05009330,12-14,weekday,2,2025,8
E05009330,14-16,weekday,2,2025,9
E05009330,16-18,weekday,2,2025,9
E05009330,18-20,weekday,2,2025,8
E05009330,20-22,weekday,2,2025,6
E05009330,06-08,weekend,1,2025,1
E05009330,08-10,weekend,1,2025,1
E05009330,10-12,weekend,1,2025,1
E05009330,12-14,weekend,1,2025,4
E05009330,14-16,weekend,1,2025,6
E05009330,16-18,weekend,1,2025,6
E05009330,18-20,weekend,1,2025,4
E05009330,20-22,weekend,1,2025,3
E05009330,06-08,weekend,2,2025,1
E05009330,08-10,weekend,2,2025,2
E05009330,10-12,weekend,2,2025,1
E05009330,12-14,weekend,2,2025,3
E05009330,14-16,weekend,2,2025,6
E05009330,16-18,weekend,2,2025,6
E05009330,18-20,weekend,2,2025,4
E05009330,20-22,weekend,2,2025,3
E05009331,06-08,weekday,1,2025,2
E05009331,08-10,weekday,1,2025,4
E05009331,10-12,weekday,1,2025,6
E05009331,12-14,weekday,1,2025,8
E05009331,14-16,weekday,1,2025,9
E05009331,16-18,weekday,1,2025,9
E05009331,18-20,weekday,1,2025,8
E05009331,20-22,weekday,1,2025,6
E05009331,06-08,weekday,2,2025,2
E05009331,08-10,weekday,2,2025,4
E05009331,10-12,weekday,2,2025,6
E05009331,12-14,weekday,2,2025,8
E05009331,14-16,weekday,2,2025,9
E05009331,16-18,weekday,2,2025,9
E05009331,18-20,weekday,2,2025,8
E05009331,20-22,weekday,2,2025,6
E05009331,06-08,weekend,1,2025,1
E05009331,08-10,weekend,1,2025,1
E05009331,10-12,weekend,1,2025,1
E05009331,12-14,weekend,1,2025,4
E05009331,14-16,weekend,1,2025,6
E05009331,16-18,weekend,1,2025,6
E05009331,18-20,weekend,1,2025,4
E05009331,20-22,weekend,1,2025,3
E05009331,06-08,weekend,2,2025,1
E05009331,08-10,weekend,2,2025,2
E05009331,10-12,weekend,2,2025,1
E05009331,12-14,weekend,2,2025,3
E05009331,14-16,weekend,2,2025,6
E05009331,16-18,weekend,2,2025,6
E05009331,18-20,weekend,2,2025,4
E05009331,20-22,weekend,2,2025,3
E05009332,06-08,weekday,1,2025,2
E05009332,08-10,weekday,1,2025,4
E05009332,10-12,weekday,1,2025,6
E05009332,12-14,weekday,1,2025,8
E05009332,14-16,weekday,1,2025,9
E05009332,16-18,weekday,1,2025,9
E05009332,18-20,weekday,1,2025,8
E05009332,20-22,weekday,1,2025,6
E05009332,06-08,weekday,2,2025,2
E05009332,08-10,weekday,2,2025,4
E05009332,10-12,weekday,2,2025,6
E05009332,12-14,weekday,2,2025,8
E05009332,14-16,weekday,2,2025,9
E05009332,16-18,weekday,2,2025,9
E05009332,18-20,weekday,2,2025,8
E05009332,20-22,weekday,2,2025,6
E05009332,06-08,weekend,1,2025,1
E05009332,08-10,weekend,1,2025,1
E05009332,10-12,weekend,1,2025,1
E05009332,12-14,weekend,1,2025,4
E05009332,14-16,weekend,1,2025,6
E05009332,16-18,weekend,1,2025,6
E05009332,18-20,weekend,1,2025,4
E05009332,20-22,weekend,1,2025,3
E05009332,06-08,weekend,2,2025,1
E05009332,08-10,weekend,2,2025,2
E05009332,10-12,weekend,2,2025,1
E05009332,12-14,weekend,2,2025,3
E05009332,14-16,weekend,2,2025,6
E05009332,16-18,weekend,2,2025,6
E05009332,18-20,weekend,2,2025,4
E05009332,20-22,weekend,2,2025,3
E05009333,06-08,weekday,1,2025,2
E05009333,08-10,weekday,1,2025,4
E05009333,10-12,weekday,1,2025,6
E05009333,12-14,weekday,1,2025,8
E05009333,14-16,weekday,1,2025,9
E05009333,16-18,weekday,1,2025,9
E05009333,18-20,weekday,1,2025,8
E05009333,20-22,weekday,1,2025,6
E05009333,06-08,weekday,2,2025,2
E05009333,08-10,weekday,2,2025,4
E05009333,10-12,weekday,2,2025,6
E05009333,12-14,weekday,2,2025,8
E05009333,14-16,weekday,2,2025,9
E05009333,16-18,weekday,2,2025,9
E05009333,18-20,weekday,2,2025,8
E05009333,20-22,weekday,2,2025,6
E05009333,06-08,weekend,1,2025,1
E05009333,08-10,weekend,1,2025,1
E05009333,10-12,weekend,1,2025,1
E05009333,12-14,weekend,1,2025,4
E05009333,14-16,weekend,1,2025,6
E05009333,16-18,weekend,1,2025,6
E05009333,18-20,weekend,1,2025,4
E05009333,20-22,weekend,1,2025,3
E05009333,06-08,weekend,2,2025,1
E05009333,08-10,weekend,2,2025,2
E05009333,10-12,weekend,2,2025,1
E05009333,12-14,weekend,2,2025,3
E05009333,14-16,weekend,2,2025,6
E05009333,16-18,weekend,2,2025,6
E05009333,18-20,weekend,2,2025,4
E05009333,20-22,weekend,2,2025,3
E05009334,06-08,weekday,1,2025,2
E05009334,08-10,weekday,1,2025,4
E05009334,10-12,weekday,1,2025,6
E05009334,12-14,weekday,1,2025,8
E05009334,14-16,weekday,1,2025,9
E05009334,16-18,weekday,1,2025,9
E05009334,18-20,weekday,1,2025,8
E05009334,20-22,weekday,1,2025,6
E05009334,06-08,weekday,2,2025,2
E05009334,08-10,weekday,2,2025,4
E05009334,10-12,weekday,2,2025,6
E05009334,12-14,weekday,2,2025,8
E05009334,14-16,weekday,2,2025,9
E05009334,16-18,weekday,2,2025,9
E05009334,18-20,weekday,2,2025,8
E05009334,20-22,weekday,2,2025,6
E05009334,06-08,weekend,1,2025,1
E05009334,08-10,weekend,1,2025,1
E05009334,10-12,weekend,1,2025,1
E05009334,12-14,weekend,1,2025,4
E05009334,14-16,weekend,1,2025,6
E05009334,16-18,weekend,1,2025,6
E05009334,18-20,weekend,1,2025,4
E05009334,20-22,weekend,1,2025,3
E05009334,06-08,weekend,2,2025,1
E05009334,08-10,weekend,2,2025,2
E05009334,10-12,weekend,2,2025,1
E05009334,12-14,weekend,2,2025,3
E05009334,14-16,weekend,2,2025,6
E05009334,16-18,weekend,2,2025,6
E05009334,18-20,weekend,2,2025,4
E05009334,20-22,weekend,2,2025,3
E05009335,06-08,weekday,1,2025,4
E05009335,08-10,weekday,1,2025,7
E05009335,10-12,weekday,1,2025,9
E05009335,12-14,weekday,1,2025,12
E05009335,14-16,weekday,1,2025,14
E05009335,16-18,weekday,1,2025,14
E05009335,18-20,weekday,1,2025,12
E05009335,20-22,weekday,1,2025,9
E05009335,06-08,weekday,2,2025,4
E05009335,08-10,weekday,2,2025,7
E05009335,10-12,weekday,2,2025,9
E05009335,12-14,weekday,2,2025,12
E05009335,14-16,weekday,2,2025,14
E05009335,16-18,weekday,2,2025,14
E05009335,18-20,weekday,2,2025,12
E05009335,20-22,weekday,2,2025,9
E05009335,06-08,weekend,1,2025,1
E05009335,08-10,weekend,1,2025,1
E05009335,10-12,weekend,1,2025,1
E05009335,12-14,weekend,1,2025,7
E05009335,14-16,weekend,1,2025,9
E05009335,16-18,weekend,1,2025,9
E05009335,18-20,weekend,1,2025,7
E05009335,20-22,weekend,1,2025,5
E05009335,06-08,weekend,2,2025,2
