Ward ID,LSOA_Burglary_Count,Ward Name,Has_Area_Data,Ward_Area,Crime_Density
E05000645,24,Tachbrook,True,0.44292832955384814,54.18483849108199
E05000646,22,Vincent Square,True,0.683551368586044,32.184852537868466
E05000649,223,West End,True,1.999714041323537,111.51594447594343
E05009288,24,Aldersgate,True,0.09795562851012053,245.00889193437598
E05009302,66,Cripplegate,True,0.12716468948007212,519.0120014435518
E05009305,208,Farringdon Without,True,0.3299392853657055,630.4190171517536
E05009308,116,Portsoken,True,0.06288230342199212,1844.716139317358
E05009312,620,Walbrook,True,0.07474051119863737,8295.3673992439
E05009317,549,Bethnal Green,True,1.2121742833197833,452.90517011832077
E05009318,300,Blackwall & Cubitt Town,True,1.8793941279807727,159.62591110270256
E05009319,502,Bow East,True,1.8637614359824644,269.347777193048
E05009320,312,Bow West,True,1.3415786273477748,232.5618444122104
E05009321,258,Bromley North,True,0.6057913402518516,425.88921771767014
E05009322,244,Bromley South,True,0.6871808818747337,355.0739062098628
E05009323,438,Canary Wharf,True,1.6398793058611338,267.09282715778727
E05009324,129,Island Gardens,True,1.5062958420817971,85.64054709313527
E05009325,435,Lansbury,True,1.3138314550373187,331.0926971128455
E05009326,214,Limehouse,True,0.4955127150542103,431.8759004531052
E05009327,455,Mile End,True,1.2136084705783425,374.9149837287892
E05009328,101,Poplar,True,0.7095782052982571,142.33808091321893
E05009329,254,St Dunstan's,True,0.678178699946112,374.5325531754135
E05009330,288,St Katharine's & Wapping,True,1.489180436630944,193.39496606036437
E05009331,658,Bethnal Green West,True,1.082510027056183,607.8465635920151
E05009332,216,Shadwell,True,0.6419377045971001,336.4812480294615
E05009333,532,Spitalfields & Banglatown,True,0.9079640112016685,585.9263070305076
E05009334,202,Stepney Green,True,0.6474887829016854,311.97451652327953
E05009335,498,Weavers,True,0.6744811192599091,738.3453528639062
E05009336,468,Whitechapel,True,0.9586360004595357,488.19364156536744
E05009367,167,Brownswood,True,0.48194362285783426,346.51355901281914
E05009368,174,Cazenove,True,0.7407196081618102,234.9067016489588
E05009369,253,Clissold,True,1.0097028331315232,250.56877300753735
E05009370,399,Dalston,True,0.5343777568154828,746.6628146683361
E05009371,318,De Beauvoir,True,0.5926962744594974,536.5311268237623
E05009372,372,Hackney Central,True,0.7773315863125295,478.5602522144723
E05009373,340,Hackney Downs,True,1.0171488957591064,334.2676784270166
E05009374,308,Hackney Wick,True,1.631782116243199,188.7506897729084
E05009375,304,Haggerston,True,0.8663479923321245,350.8982564635045
E05009376,378,Homerton,True,0.8041780273013489,470.0451730427004
E05009377,688,Hoxton East & Shoreditch,True,1.0221027921609809,673.1221216462935
E05009378,416,Hoxton West,True,0.6473232854325259,642.6464324113394
E05009379,225,King's Park,True,1.9137235308666949,117.57184168504271
E05009380,368,Lea Bridge,True,1.0586847809914413,347.6011052651328
E05009381,461,London Fields,True,1.0161451345208474,453.6753504383798
E05009382,230,Shacklewell,True,0.43175855160447785,532.7051407442572
E05009383,292,Springfield,True,1.2114670152694431,241.03008692734082
E05009384,115,Stamford Hill West,True,0.6688585777266101,171.93470163883467
E05009385,253,Stoke Newington,True,0.9605828124220943,263.38176857658374
E05009386,328,Victoria,True,0.7600081899375434,431.5742966229807
E05009387,244,Woodberry Down,True,0.8797142812390958,277.36278153438747
E05009388,180,Abingdon,True,0.6010555017398679,299.4731759029844
E05009389,367,Brompton & Hans Town,True,1.0669517145318106,343.9705799254874
E05009390,282,Campden,True,1.0237440865984853,275.45946657135715
E05009391,181,Chelsea Riverside,True,0.6934153076339641,261.02683054055854
E05009392,298,Colville,True,0.48923047199210806,609.1198669342231
E05009393,277,Courtfield,True,0.6136610712609829,451.38923254624234
E05009394,141,Dalgarno,True,0.8888624020454795,158.62972680082558
E05009395,344,Earl's Court,True,0.4817730734533876,714.0291123664939
E05009396,258,Golborne,True,0.5579512370454548,462.4060005067816
E05009397,229,Holland,True,0.9815535721002275,233.30361837511253
E05009398,177,Norland,True,0.5193189673654461,340.83099428841894
E05009399,168,Notting Dale,True,0.5561902637453616,302.0549098948535
E05009400,237,Pembridge,True,0.3862255800116948,613.6310287703463
E05009401,234,Queen's Gate,True,0.5815015777839818,402.4064747884951
E05009402,350,Redcliffe,True,0.7176647182322643,487.69291719134833
E05009403,224,Royal Hospital,True,1.0109402569573298,221.5759026890297
E05009404,140,St. Helen's,True,0.4776614221318907,293.09463463713325
E05009405,260,Stanley,True,0.7235453951306013,359.34165534018706
E05011095,695,Borough & Bankside,True,1.1945093670099447,581.8288405219462
E05011096,264,Camberwell Green,True,0.9266148691084836,284.9080117330733
E05011097,85,Champion Hill,True,1.0492914883866686,81.00704231451567
E05011098,537,Chaucer,True,0.7497609209958638,716.2283135359124
E05011099,153,Dulwich Hill,True,0.997201434982504,153.42938210140503
E05011100,196,Dulwich Village,True,2.6171866243598365,74.88957729483337
E05011101,181,Dulwich Wood,True,3.0134223684563333,60.06459694952079
E05011102,357,Faraday,True,1.0999865266396078,324.5494297922115
E05011103,237,Goose Green,True,1.1541642427123187,205.34339154628745
E05011104,538,London Bridge & West Bermondsey,True,1.269228236773834,423.8796336327232
E05011105,292,Newington,True,0.7780923334422032,375.2767987164467
E05011106,417,North Bermondsey,True,1.124871009149311,370.7091716368068
E05011107,383,North Walworth,True,0.7951729723349034,481.6562098122869
E05011108,282,Nunhead & Queen's Road,True,1.3154152174781264,214.3809773925542
E05011109,271,Old Kent Road,True,1.6574722044661132,163.5019877074147
E05011110,264,Peckham,True,0.8542418795562758,309.0459579634882
E05011111,128,Peckham Rye,True,1.89005356250011,67.72294846008765
E05011112,291,Rotherhithe,True,1.5233079740897688,191.03162653230575
E05011113,546,Rye Lane,True,1.2702294885864536,429.843587246273
E05011114,194,St George's,True,0.5722755262873197,338.99754766482766
E05011115,282,St Giles,True,1.1195876331270378,251.87845208004538
E05011116,480,South Bermondsey,True,1.1995058880990657,400.1647718134064
E05011117,238,Surrey Docks,True,1.7085139455190814,139.30234554081485
E05011217,56,Barnehurst,True,2.126958167166745,26.32867955019344
E05011218,221,Belvedere,True,5.7497660534047395,38.43634644389301
E05011219,183,Bexleyheath,True,3.6217027944492495,50.52871822626426
E05011220,69,Blackfen & Lamorbey,True,2.904941009575574,23.752633796195823
E05011221,103,Blendon & Penhill,True,3.3700970606525895,30.562917965352298
E05011222,151,Crayford,True,5.1056658428110016,29.574986818343103
E05011223,174,Crook Log,True,2.6736220875492154,65.0802522953039
E05011224,143,East Wickham,True,2.813274319080056,50.83045013781705
E05011225,220,Erith,True,3.222244284227558,68.27539459899727
E05011226,155,Falconwood & Welling,True,3.2561378905767357,47.60240665746068
E05011227,82,Longlands,True,1.8843252709071887,43.516902981682115
E05011228,106,Northumberland Heath,True,1.7115356265165844,61.93268685603541
E05011229,117,St Mary's & St James,True,8.731876931814446,13.399181059654252
E05011230,178,Sidcup,True,3.9839791366160537,44.678948833851365
E05011231,181,Slade Green & Northend,True,5.5359090550003405,32.695623826498874
E05011232,198,Thamesmead East,True,5.138712369681114,38.531053259220855
E05011233,109,West Heath,True,2.3722019141886257,45.94887110917863
E05011234,194,Aldborough,True,8.490044884402627,22.850291446209493
E05011235,162,Barkingside,True,1.6275808045563933,99.5342286825225
E05011236,134,Bridge,True,3.447909733183369,38.86412649100333
E05011237,174,Chadwell,True,1.5542228072077466,111.95306052199898
E05011238,265,Churchfields,True,2.013638909551501,131.60254241363643
E05011239,165,Clayhall,True,2.5308897437010094,65.19446388791108
E05011240,201,Clementswood,True,0.8995192777510438,223.4526874204801
E05011241,182,Cranbrook,True,1.4890695583921116,122.22397467887431
E05011242,152,Fairlop,True,2.867668923680014,53.00472406170998
E05011243,184,Fullwell,True,2.766989715373236,66.49825945420272
E05011244,205,Goodmayes,True,1.8128376310496506,113.08238337997375
E05011245,172,Hainault,True,5.647000918753601,30.458645655393944
E05011246,278,Ilford Town,True,1.0624633908695957,261.656074354209
E05011247,247,Loxford,True,1.0914289476782881,226.30882250779942
E05011248,154,Mayfield,True,1.8591533599395622,82.83340326749928
E05011249,108,Monkhams,True,2.7929321793622424,38.66903779405824
E05011250,122,Newbury,True,1.7416772314761795,70.04742198794058
E05011251,250,Seven Kings,True,1.8138804332821394,137.82606362186488
E05011252,178,South Woodford,True,2.0377563792134925,87.3509717921738
E05011253,152,Valentines,True,1.8012454941963019,84.38605425509803
E05011254,106,Wanstead Park,True,4.735052273672561,22.386236491912094
E05011255,257,Wanstead Village,True,2.2987933093536053,111.79778493102779
E05011462,179,Addiscombe East,True,1.538421931706768,116.3529954369621
E05011463,285,Addiscombe West,True,1.3413955139586744,212.46529978240278
E05011464,172,Bensham Manor,True,1.4398644737670023,119.45568706894348
E05011465,396,Broad Green,True,1.952134369909895,202.85488852812844
E05011466,116,Coulsdon Town,True,4.515860699749143,25.687240531233353
E05011467,187,Crystal Palace & Upper Norwood,True,2.5793252938511615,72.49957981096382
E05011468,675,Fairfield,True,1.4674657521671683,459.9766631712891
E05011469,113,Kenley,True,5.190018677426498,21.772561338070506
E05011470,75,New Addington North,True,1.413243013051682,53.06942918334263
E05011471,131,New Addington South,True,2.4863045214407444,52.688638447268374
E05011472,230,Norbury & Pollards Hill,True,1.3390023111193488,171.76968112006455
E05011473,73,Norbury Park,True,2.2563528448853662,32.35309591116223
E05011474,83,Old Coulsdon,True,6.929013044484308,11.978617945606318
E05011475,164,Park Hill & Whitgift,True,1.985549334893062,82.59678927032691
E05011476,362,Purley & Woodcote,True,5.092328473171286,71.08732319746879
E05011477,136,Purley Oaks & Riddlesdown,True,2.449082366968131,55.53100289083487
E05011478,161,Sanderstead,True,7.526132609718874,21.39212904541339
E05011479,285,Selhurst,True,1.3061545787550282,218.1977574749614
E05011480,141,Selsdon & Addington Village,True,5.203381066230357,27.097765511559757
E05011481,93,Selsdon Vale & Forestdale,True,4.904060389686333,18.963877401588917
E05011482,133,Shirley North,True,3.1052512015217077,42.83067338797719
E05011483,90,Shirley South,True,4.546022904588792,19.797524537140646
E05011484,261,South Croydon,True,3.939341447777726,66.25472898452003
E05011485,229,South Norwood,True,2.138821573439388,107.06830473556079
E05011486,203,Thornton Heath,True,1.722513216805975,117.85105508590479
E05011487,307,Waddon,True,3.9154826930948654,78.40668036699758
E05011488,330,West Thornton,True,1.9688971587155433,167.60651948692094
E05011489,194,Woodside,True,2.1481085373635946,90.31201013618198
E05013496,208,Alperton,True,1.840983128753974,112.98311035624748
E05013498,339,Brondesbury Park,True,1.7282563053401496,196.15146141953704
E05013499,395,Cricklewood & Mapesbury,True,1.2423811580024176,317.9378546235417
E05013500,436,Dollis Hill,True,3.017378911491379,144.49627070022217
E05013502,209,Kenton,True,3.087186462134557,67.69918259342595
E05013503,584,Kilburn,True,0.9412297903560255,620.4648492682097
E05013504,142,Kingsbury,True,1.3506038930809472,105.13815392318683
E05013505,90,Northwick Park,True,2.520754216432176,35.70359990407322
E05013507,426,Queens Park,True,1.6445858506263662,259.0317798476445
E05013508,259,Queensbury,True,2.1522658634300122,120.33829295942007
E05013510,346,Stonebridge,True,3.9968222170690115,86.56877419324698
E05013511,92,Sudbury,True,1.6544764379477062,55.606715145560685
E05013512,94,Tokyngton,True,1.453354732017422,64.6779467731992
E05013513,271,Welsh Harp,True,3.5729850702685844,75.84694440932235
E05013516,152,Wembley Park,True,0.9955653412387517,152.67707070926255
E05013517,353,Willesden Green,True,1.470636906185189,240.03205584965016
E05013518,190,Central Greenford,True,3.187959033625762,59.59926021505592
E05013519,170,Dormers Wells,True,2.318259095483096,73.33088882568329
E05013520,251,Ealing Broadway,True,1.7479725590659627,143.5949315669595
E05013521,329,Ealing Common,True,2.384231332646527,137.98996577853285
E05013522,258,East Acton,True,1.7559223579299303,146.93132577009732
E05013523,205,Greenford Broadway,True,2.3481864348385835,87.3014156621222
E05013524,300,Hanger Hill,True,3.4196589869619083,87.72804573315828
E05013525,283,Hanwell Broadway,True,1.8529170384160485,152.732148354532
E05013526,159,Lady Margaret,True,1.7270845085110662,92.06266353293574
E05013527,392,North Acton,True,4.255834324272255,92.10884873133112
E05013528,202,North Greenford,True,3.2830903887456606,61.527395253097566
E05013529,149,North Hanwell,True,2.207478497601721,67.49782621297494
E05013530,150,Northfield,True,1.6724146625631073,89.6906750208188
E05013531,206,Northolt Mandeville,True,2.8107274610427355,73.29063484638857
E05013532,165,Northolt West End,True,3.5035339742600207,47.09530468727638
E05013533,244,Norwood Green,True,3.6572911122659115,66.71604543091112
E05013534,258,Perivale,True,3.404677197804697,75.77810905725686
E05013535,196,Pitshanger,True,2.1998036906021485,89.09885951975527
E05013536,395,South Acton,True,1.3124248441051085,300.9696149643793
E05013537,285,Southall Broadway,True,0.9797011663293972,290.9050328762972
E05013538,366,Southall Green,True,1.5551029646897203,235.35419088666302
E05013539,38,Southall West,True,0.8301716852702874,45.77366426033665
E05013540,192,Southfield,True,1.5124792367474218,126.94389141691289
E05013541,218,Walpole,True,1.5588060429970767,139.8506254061326
E05013542,68,Belmont,True,1.8485007464633487,36.78656886133331
E05013543,85,Canons,True,2.006810636404783,42.35576514198578
E05013544,114,Centenary,True,1.9765295498158784,57.676850827056725
E05013545,288,Edgware,True,1.686401001169327,170.7778872286632
E05013546,295,Greenhill,True,1.155707814526359,255.2548285060261
E05013547,130,Harrow on the Hill,True,3.4033255331757832,38.19793279624698
E05013548,208,Harrow Weald,True,4.872507869957544,42.68848928545956
E05013549,124,Hatch End,True,2.8859287607761837,42.96710358389084
E05013550,189,Headstone,True,3.1625275277834,59.76232565237754
E05013551,132,Kenton East,True,1.6499742511326856,80.00124844941291
E05013552,70,Kenton West,True,1.5158574113147802,46.17848583745449
E05013553,114,Marlborough,True,1.269746960529237,89.78166795727884
E05013554,81,North Harrow,True,1.4129068363557111,57.32862062506687
E05013555,170,Pinner,True,4.198823758690802,40.48752931059107
E05013556,153,Pinner South,True,3.0593119521352974,50.01124514066345
E05013557,91,Rayners Lane,True,1.1286462392348584,80.62756675793428
E05013558,84,Roxbourne,True,1.0891460037730047,77.12464601532608
E05013559,217,Roxeth,True,1.8808756353434173,115.3717959456577
E05013560,257,Stanmore,True,7.243005639335704,35.48250723487921
E05013561,157,Wealdstone North,True,0.9535480955009482,164.64822355658922
E05013562,167,Wealdstone South,True,0.8312547790489528,200.90110061209683
E05013563,89,West Harrow,True,1.1758628110899243,75.68910179028845
E05013564,199,Belmore,True,2.246285891325266,88.59068240979504
E05013565,107,Charville,True,2.658737612812884,40.24466328845306
E05013566,229,Colham & Cowley,True,4.597077893639959,49.814252727111864
E05013567,181,Eastcote,True,3.6159268877991466,50.056321827393646
E05013568,79,Harefield Village,True,8.704296728414574,9.07597735519631
E05013569,323,Hayes Town,True,3.8353868892198513,84.21575432399229
E05013571,128,Hillingdon East,True,4.574328328241561,27.98225024857476
E05013572,112,Hillingdon West,True,1.9968332207516808,56.088810440482916
E05013573,123,Ickenham & South Harefield,True,13.206105719082238,9.313873644239456
E05013574,199,Northwood,True,6.436623871224233,30.916829067743954
E05013575,183,Northwood Hills,True,2.870869295272738,63.74375883337268
E05013576,298,Pinkwell,True,3.1924275077061766,93.34589408237464
E05013577,184,Ruislip,True,8.644798824795654,21.284474483343388
E05013578,60,Ruislip Manor,True,1.7576740079256024,34.136022794586175
E05013579,214,South Ruislip,True,6.734836897158348,31.77508279232326
E05013581,231,West Drayton,True,3.4878019001472924,66.23082577890811
E05013582,268,Wood End,True,3.5588988433086666,75.30419149279432
E05013583,155,Yeading,True,2.505596156898576,61.861525279420455
E05013584,170,Yiewsley,True,3.2213066343940433,52.77361620433831
E05013585,140,Alexandra Park,True,2.419100569017554,57.872748984907574
E05013586,119,Bounds Green,True,1.1064580618498399,107.55039355133714
E05013587,200,Bruce Castle,True,1.4342602658580905,139.44470523301
E05013588,328,Crouch End,True,1.5758679315897792,208.1392694304684
E05013589,254,Fortis Green,True,1.9288463568329617,131.68493130632302
E05013591,101,Hermitage & Gardens,True,0.8487665774274741,118.99620306223746
E05013592,370,Highgate,True,2.7634912955656388,133.88860699279584
E05013593,239,Hornsey,True,1.3688213216067031,174.60277410017633
E05013594,171,Muswell Hill,True,1.274952931472606,134.12259839466407
E05013596,438,Northumberland Park,True,2.108620464265972,207.7187466510107
E05013597,194,St Ann's,True,0.6625102527265423,292.8256569639465
E05013598,184,Seven Sisters,True,0.6831732318297844,269.33139565082433
E05013599,324,South Tottenham,True,1.2866311774258736,251.82041729178175
E05013600,224,Stroud Green,True,0.9999005351008527,224.02228235372104
E05013601,300,Tottenham Central,True,1.000983641576062,299.70519750717006
E05013602,244,Tottenham Hale,True,1.0283081910710574,237.2829489434061
E05013604,234,White Hart Lane,True,1.3073625866055738,178.9863060159583
E05013605,196,Woodside,True,1.4847112429267384,132.01220165453506
E05013606,201,Bedfont,True,5.4041936382832,37.19333788784325
E05013607,135,Brentford East,True,0.8581566615221711,157.31393351948265
E05013608,120,Brentford West,True,1.4328699283198754,83.74800645073701
E05013609,329,Chiswick Gunnersbury,True,2.715426233956203,121.15961608011276
E05013610,315,Chiswick Homefields,True,3.259057711785786,96.65370418598606
E05013611,141,Chiswick Riverside,True,1.1944438869880791,118.04656672114328
E05013612,206,Cranford,True,3.148280765065655,65.432537747536
E05013613,257,Feltham North,True,2.4360327982381604,105.49940057698444
E05013614,239,Feltham West,True,3.1775160625710814,75.21598484276853
E05013615,187,Hanworth Park,True,3.0270921479862367,61.77545672813467
E05013616,234,Hanworth Village,True,3.8470979073673526,60.82507012672598
E05013617,214,Heston Central,True,1.6809012146582503,127.31265712334503
E05013618,182,Heston East,True,1.7998226592924638,101.12107382376597
E05013619,255,Heston West,True,3.6794783909718007,69.30330142057201
E05013622,193,Hounslow Heath,True,2.7799219569352918,69.42640944236136
E05013623,110,Hounslow South,True,2.0205853834391236,54.43966926692068
E05013624,206,Hounslow West,True,1.5930058115565375,129.31528466849466
E05013625,129,Isleworth,True,2.0703609723824252,62.30797514095134
E05013626,251,Osterley & Spring Grove,True,6.29521615201834,39.87154593881986
E05013627,278,Syon & Brentford Lock,True,2.4001220308399835,115.82744394988401
E05013628,255,Barnet Vale,True,3.5145494937005672,72.55552965097196
E05013629,256,Brunswick Park,True,3.0274251506163203,84.56030694859088
E05013630,420,Burnt Oak,True,2.538411400394569,165.45781347133703
E05013631,678,Childs Hill,True,2.930230700239462,231.3810990870422
E05013632,155,Colindale North,True,1.0466384876305086,148.0931590342196
E05013633,194,Colindale South,True,1.528730322350638,126.90269641652537
E05013634,377,Cricklewood,True,1.997215037292153,188.76284874719394
E05013635,210,East Barnet,True,3.8672052018516854,54.302781734842604
E05013636,264,East Finchley,True,2.4544420917645846,107.56008499275741
E05013637,300,Edgware,True,3.3405325446980467,89.80604020043074
E05013638,201,Edgwarebury,True,7.170851836215144,28.030142665183003
E05013639,388,Finchley Church End,True,2.995194836933231,129.54082159051524
E05013640,328,Friern Barnet,True,2.753599601707435,119.11680979203214
E05013641,237,Garden Suburb,True,4.266504199478121,55.54899020818726
E05013642,328,Golders Green,True,1.6383268764190484,200.20424783418173
E05013643,479,Hendon,True,3.346404718328241,143.13869370806214
E05013644,173,High Barnet,True,8.109377332017909,21.333327198495436
E05013645,262,Mill Hill,True,7.871900023144845,33.282943028960155
E05013646,310,Totteridge & Woodside,True,9.545933275586746,32.474561789868126
E05013647,99,Underhill,True,2.5398262872394834,38.9790437627143
E05013648,371,West Finchley,True,2.437399445431027,152.2114074061393
E05013649,394,West Hendon,True,3.1482970595352233,125.14702156414853
E05013650,211,Whetstone,True,2.3840110062368485,88.50630280145502
E05013651,224,Woodhouse,True,2.198997521784759,101.86459865502543
E05013652,344,Belsize,True,1.0010787319831524,343.62931606641035
E05013654,129,Camden Square,True,0.46587527773669857,276.89814455642284
E05013655,246,Camden Town,True,0.6043111648345301,407.0750539043221
E05013656,281,Fortune Green,True,1.0170442528610242,276.2908292431969
E05013657,192,Frognal,True,1.1534726614296908,166.45388002696345
E05013658,285,Gospel Oak,True,0.8041701380096686,354.4026152293825
E05013659,168,Hampstead Town,True,2.204740586841667,76.19944087873994
E05013661,240,Highgate,True,3.220175605285587,74.53009693200106
E05013663,177,Kentish Town North,True,0.5530513695500139,320.042603174484
E05013665,370,Kilburn,True,0.6561976589923252,563.8544955618738
E05013666,290,King's Cross,True,1.0763894062159367,269.4192253521887
E05013670,289,South Hampstead,True,0.80267010040553,360.04829363145535
E05013671,345,West Hampstead,True,0.8098084636920427,426.0266661416347
E05013672,243,Arnos Grove,True,1.77340131640297,137.02482216088708
E05013673,105,Bowes,True,1.2855600690234645,81.67646345748742
E05013674,398,Brimsdown,True,4.605998334525761,86.40906294226407
E05013675,201,Bullsmoor,True,1.805017880125759,111.35623763793184
E05013676,212,Bush Hill Park,True,2.271736319785204,93.32068962125187
E05013677,240,Carterhatch,True,1.8285592069577408,131.25087724083005
E05013678,212,Cockfosters,True,9.715773395803875,21.82018778778437
E05013680,333,Enfield Lock,True,3.2600836776493876,102.144617416723
E05013681,139,Grange Park,True,2.448874765274396,56.76076293122531
E05013683,193,Highfield,True,1.653911296154439,116.69307806818318
E05013684,261,Jubilee,True,4.008881390907335,65.10544327701538
E05013686,142,New Southgate,True,1.0847202240622418,130.9093320563478
E05013687,114,Oakwood,True,1.9240220861051203,59.250879095039416
E05013688,201,Palmers Green,True,1.4749032551523762,136.28012501690097
E05013689,268,Ponders End,True,3.4155861820042435,78.46383774826592
E05013690,159,Ridgeway,True,11.08816430585251,14.339614350418424
E05013691,282,Southbury,True,2.087311972260834,135.10198942353443
E05013692,178,Southgate,True,2.3571882426931117,75.51369753848473
E05013693,320,Town,True,2.073939023623992,154.29576103970183
E05013694,400,Upper Edmonton,True,2.2935026322324714,174.40572963748647
E05013695,333,Whitewebbs,True,10.424932362829646,31.942653286396347
E05013696,222,Winchmore Hill,True,2.1252959562994933,104.45604027146425
E05013697,263,Arsenal,True,0.8148752770097564,322.7487781505625
E05013698,242,Barnsbury,True,0.8988558892213822,269.231144727358
E05013699,515,Bunhill,True,0.8444593525613912,609.8576544127505
E05013700,229,Caledonian,True,0.8801377478704802,260.18654529256634
E05013701,242,Canonbury,True,0.8641009459674333,280.0598716265271
E05013702,362,Clerkenwell,True,0.9328610557694829,388.05350246012733
E05013703,362,Finsbury Park,True,0.8406606073346495,430.6137302516607
E05013704,243,Highbury,True,1.0826189837576972,224.4556983072322
E05013705,347,Hillrise,True,1.0114988750599874,343.05525053542056
E05013706,314,Holloway,True,0.7795530166341063,402.79492645126936
